# stim_pool manifest  all L-pairs kept  foils 1-260 (A only)
kind,id
l2,354
l2,355
l2,356
l2,357
l2,358
l2,359
l2,360
foil,1
foil,2
foil,3
foil,4
foil,5
foil,6
foil,7
foil,8
foil,9
foil,10
foil,11
foil,12
foil,13
foil,14
foil,15
foil,16
foil,17
foil,18
foil,19
foil,20
foil,21
foil,22
foil,23
foil,24
foil,25
foil,26
foil,27
foil,28
foil,29
foil,30
foil,31
foil,32
foil,33
foil,34
foil,35
foil,36
foil,37
foil,38
foil,39
foil,40
foil,41
foil,42
foil,43
foil,44
foil,45
foil,46
foil,47
foil,48
foil,49
foil,50
foil,51
foil,52
foil,53
foil,54
foil,55
foil,56
foil,57
foil,58
foil,59
foil,60
foil,61
foil,62
foil,63
foil,64
foil,65
foil,66
foil,67
foil,68
foil,69
foil,70
foil,71
foil,72
foil,73
foil,74
foil,75
foil,76
foil,77
foil,78
foil,79
foil,80
foil,81
foil,82
foil,83
foil,84
foil,85
foil,86
foil,87
foil,88
foil,89
foil,90
foil,91
foil,92
foil,93
foil,94
foil,95
foil,96
foil,97
foil,98
foil,99
foil,100
foil,101
foil,102
foil,103
foil,104
foil,105
foil,106
foil,107
foil,108
foil,109
foil,110
foil,111
foil,112
foil,113
foil,114
foil,115
foil,116
foil,117
foil,118
foil,119
foil,120
foil,121
foil,122
foil,123
foil,124
foil,125
foil,126
foil,127
foil,128
foil,129
foil,130
foil,131
foil,132
foil,133
foil,134
foil,135
foil,136
foil,137
foil,138
foil,139
foil,140
foil,141
foil,142
foil,143
foil,144
foil,145
foil,146
foil,147
foil,148
foil,149
foil,150
foil,151
foil,152
foil,153
foil,154
foil,155
foil,156
foil,157
foil,158
foil,159
foil,160
foil,161
foil,162
foil,163
foil,164
foil,165
foil,166
foil,167
foil,168
foil,169
foil,170
foil,171
foil,172
foil,173
foil,174
foil,175
foil,176
foil,177
foil,178
foil,179
foil,180
foil,181
foil,182
foil,183
foil,184
foil,185
foil,186
foil,187
foil,188
foil,189
foil,190
foil,191
foil,192
foil,193
foil,194
foil,195
foil,196
foil,197
foil,198
foil,199
foil,200
foil,201
foil,202
foil,203
foil,204
foil,205
foil,206
foil,207
foil,208
foil,209
foil,210
foil,211
foil,212
foil,213
foil,214
foil,215
foil,216
foil,217
foil,218
foil,219
foil,220
foil,221
foil,222
foil,223
foil,224
foil,225
foil,226
foil,227
foil,228
foil,229
foil,230
foil,231
foil,232
foil,233
foil,234
foil,235
foil,236
foil,237
foil,238
foil,239
foil,240
foil,241
foil,242
foil,243
foil,244
foil,245
foil,246
foil,247
foil,248
foil,249
foil,250
foil,251
foil,252
foil,253
foil,254
foil,255
foil,256
foil,257
foil,258
foil,259
foil,260
